Asin,Brand,Title,Price,keywords,Categories,Bestsellers_rank,Rating,Ratings_total,Bundles,Frequently_bought_together,Newer_model,Color,Connectivity_Technology,Printing_Technology,Printer_Output,Maximum_Print_Speed_Color,Weight,Depth,Width,Height,Special_Feature,TotalNo_Special_Feature
B08HV3MPFD,Phomemo,Phomemo D30 Label Maker Machine  Portable Bluetooth Mini Label Printer  Smart Phone Handheld Thermal Sticker Small Labeler Multiple Templates Font Icon Inkless for Home Office Green,23.98,23,Office Products,28,4.3,16732,10,2,1,green,bluetooth,Thermal,Color,60,160,5.12,3.15,1.97,"['Portable', ' Scan To Email']",2
B0CPYDNS98,QYCHHJ,QYCHHJ Inkless Mini Printer for iPhone Android Tablet  Bluetooth Mini Thermal Printer with 8 Rolls Thermal Paper  Portable Sticker Printer for Study Notes Journal Memo Photo Picture  Black,24.99,23,Electronics,100248,4.4,18,0,2,0,black,bluetooth,Thermal,Color,1,388.395,0.59,1.18,0.59,['Lightweight'],1
B09BFMZ7FT,Ponek,T02 Mini Printer Receipt Printers  Portable Pocket Thermal Point of Sale  POS  Equipment   Bluetooth Thermal Mini Printer for Sticky Scrapbook Yellow 1 Printer   1 Roll Paper,29.99,16,Electronics,6473,4.2,1173,6,0,0,yellow,bluetooth,Thermal,Color,0,150,0.55,1.3,1.3,['Portable'],1
B0CKXJGBT3,POLONO,POLONO P31S Label Maker Machine with Tape  Portable Thermal Printer  Portable Bluetooth Label Printer for Organizing Storage Office Home  Sticker Maker Mini Label Maker with Multiple Templates  White,29.99,27,Electronics,281,4.7,130,13,2,0,white,bluetooth,Thermal,Color,0,221.13,0.74,1.77,2.56,"['Portable', ' Clear Printing', ' Easy to Use', ' Rechargeable', ' Wireless', ' Inkless', ' Text', ' QR code', ' Barcode', ' Materials', ' Images', ' Time and Borders See more']",12
B0CG1BD6H2,Simple Trending,3 Tier Mobile Wooden Printer Stand  Multi Purpose Office Organizer for Fax Machine  Files  Books  Black,36.97,12,Electronics,38193,4.6,31,0,2,0,black,bluetooth,other,Color,0,4821.768,17,11.75,29.25,['Wood'],1
B07MJ918TJ,Aproca,Aproca Hard Travel Storage Case Fit HP OfficeJet 250 All in One Portable Printer Wireless Mobile Printing CZ992A  Black ,93.17,14,All Departments,0,4.4,164,0,2,0,black,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['Case'],1
B00WJDWGA8,HP,HP 63XL Black High yield Ink Cartridge   Works with HP DeskJet 1112  2130  3630 Series  HP ENVY 4510  4520 Series  HP OfficeJet 3830  4650  5200 Series   Eligible for Instant Ink   F6U64AN,50.89,23,Office Products,49,4.7,50699,0,0,0,white,bluetooth,Inkjet,Color,0,4.9896,4,1,10,['430'],1
B0CNRS4Y2Z,EaseFusion,260XL 261XL Replacement for Canon 260 and 261 Ink Cartridges PG 260 CL 261 Compatible with Canon Pixma TS6420a TS6420 TR7020a TS5300 TS5320 TR7020 Printer Ink Cartridges,52.99,19,Electronics,44853,4.9,20,0,0,0,other,bluetooth,other,Color,0,150.255,5.12,2.75,1.49,['700'],1
B01B6QGJ42,HP,HP 952XL Black High yield Ink Cartridge   Works with HP OfficeJet 8702  HP OfficeJet Pro 7720  7740  8210  8710  8720  8730  8740 Series   Eligible for Instant Ink   F6U19AN,57.89,20,Office Products,159,4.7,15827,0,0,0,white,bluetooth,Inkjet,Color,0,104.328,4,1,10,['2000'],1
B00WR23VRI,HP,HP 63 Black Tri color Ink  2 pack    Works with HP DeskJet 1112  2130  3630 Series  HP ENVY 4510  4520 Series  HP OfficeJet 3830  4650  5200 Series   Eligible for Instant Ink   L0R46AN,54.89,21,Office Products,72,4.7,41758,0,0,0,white,bluetooth,Inkjet,Color,0,90.72,4,1,10,['170'],1
B01BYKD628,HP,HP 902XL Black High yield Ink Cartridge   Works with HP OfficeJet 6950  6960 Series  HP OfficeJet Pro 6960  6970 Series   Eligible for Instant Ink   T6M14AN,50.89,17,Office Products,58,4.6,23250,0,0,0,white,bluetooth,Inkjet,Color,0,81.648,1,1,1,['750'],1
B0101SI6W4,Canon,Canon PGI 280XL CLI 281 5 Color Pack Compatible to TR8520  TR7520  TS9120 Series TS8120 Series  TS6120 Series Printer   Ink Combo Ink,64.55,13,All Departments,393,4.7,10122,0,0,0,black,bluetooth,Inkjet,Color,0,172.935,4.6,2.5,5.3,['1200'],1
B0B747ZNX1,Ubinki,Ubinki Remanufactured Ink Cartridge Replacement for HP 65XL 65 Ink  Black and Color Combo  2 Pack  HP65 XL HP65XL for 5000 5055 3755 3700 3772 3722 2600 2622 3752 2652 2640 5052 5010 5014 Printer,23.99,26,Electronics,7342,4.4,450,0,2,0,black,bluetooth,other,Color,0,99.792,2.66,1.47,4.23,['650'],1
B01644VWZM,HP,HP 62 Black Tri color Ink  2 pack    Works with HP ENVY 5540  5640  5660  7640 Series  HP OfficeJet 5740  8040 Series  HP OfficeJet Mobile 200  250 Series   Eligible for Instant Ink   N9H64FN,43.89,20,Office Products,83,4.7,25115,0,0,0,white,bluetooth,Inkjet,Color,0,90.72,1.86,4.82,6.44,['200'],1
B01BYKV8FK,HP,HP 65XL Black High yield Ink Cartridge   Works with HP AMP 100 Series  HP DeskJet 2600  3700 Series  HP ENVY 5000 Series   Eligible for Instant Ink   N9K04AN,37.89,17,Office Products,124,4.7,27427,0,0,0,white,bluetooth,Inkjet,Color,0,45.36,4,1,10,['300'],1
B0722C491T,HP,HP 64XL Tri color High yield Ink Cartridge   Works with HP ENVY Inspire 7950e  ENVY Photo 6200  7100  7800  Tango Series   Eligible for Instant Ink   N9J91AN,55.89,19,Office Products,108,4.7,17360,0,0,0,white,bluetooth,Inkjet,Color,0,45.36,4,1,10,['415'],1
B08P18Q9WV,Fosgoit,Printhead Cleaning Kit Inkjet Printer  Printer Cleaning Kit for Epson Ecotank Printer  Printer Cleaner Kit for HP  Inkjet Printer Head Cleaning Solution for Brother Print Head Liquid Nozzles Printer Cleaning Kit 100mL,10.59,21,Electronics,2014,4.3,986,0,2,0,other,bluetooth,other,Color,0,138.915,5.91,2.36,1.97,['500'],1
B0CRLB559N,BKBKC,245XL 246XL Ink Cartridges Combo Pack for Canon Ink 245 and 246 Remanufactured for Canon PG 245XL CL 246XL for Canon Pixma MX492 TR4520 MG2522 TS3322 MG2500 TR4520 Printer  1Black  Tri Color ,44.99,21,Electronics,17437,4.9,16,0,2,0,other,bluetooth,other,Color,0,108.864,3.1,3.1,2.8,['Compatible Printers: PIXMA TR SERIES: Pixma TR4520 TR4522 TS3120 TS3122 TS3320 Pixma MX490 MX492 Printer. See more'],1
B00WR23WE0,HP,HP 63 Tri color Ink Cartridge   Works with HP DeskJet 1112  2130  3630 Series  HP ENVY 4510  4520 Series  HP OfficeJet 3830  4650  5200 Series   Eligible for Instant Ink   F6U61AN,33.89,21,Office Products,354,4.7,42490,0,0,0,white,bluetooth,Inkjet,Color,0,45.36,4,1,10,['150'],1
B00L1G7OMO,HP,HP 62XL Tri color High yield Ink   Works with HP ENVY 5540  5640  5660  7640 Series  HP OfficeJet 5740  8040 Series  HP OfficeJet Mobile 200  250 Series   Eligible for Instant Ink   C2P07AN,45,21,Office Products,437,4.7,16450,0,0,0,white,bluetooth,Inkjet,Color,0,58.968,4,1,10,['415'],1
B07DB8QN28,Printers Jack,Printers Jack 400ML Sublimation Ink for Epson C88 C88  WF7720 ET2720 ET4760 ET2760 ET2750 WF7820 Inkjet Printers Heat Press Transfer on Mugs  Plates  Polyester Shirts  Phone Cases etc 4 Colors Sublimation Ink,16.99,23,Office Products,4276,4.7,14075,0,2,0,other,bluetooth,other,Color,0,400,6.38,4.25,3.5,['4 Colors Sublimation Ink'],1
B01BYKB774,HP,HP 902 Black Ink Cartridge   Works with HP OfficeJet 6950  6960 Series  HP OfficeJet Pro 6960  6970 Series   Eligible for Instant Ink   T6L98AN,21.89,15,Office Products,649,4.6,11086,0,0,0,white,bluetooth,Inkjet,Color,0,31.752,1,1,1,['300'],1
B0C2Q1QVWV,Valinkso,Valinkso Remanufactured Ink Cartridges Replacement for Canon 245XL 246XL Compatible with MX490 MX492 MG2522 TS202 TS302 TR4520 TS3122 MG3022 MG2520 TR4522 TS3120 Printer  1 Black 1 Tri Color 2 Pack ,28.46,24,Office Products,20684,4.6,224,0,2,0,other,bluetooth,other,Color,0,108.864,7.839467456,7.963402367,5.807751479,['400'],1
B00E3FEET6,Epson,EPSON 200 DURABrite Ultra Ink High Capacity Black   Standard Color Cartridge Combo Pack  T200XL BCS  Works with WorkForce WF 2520  WF 2530  WF 2540  Expression XP 200  XP 300  XP 310  XP 400  XP 410  Black and color combo pack Black and color combo pack Multi Pack Ink,57.69,28,Office Products,2952,4.6,4889,0,0,0,black,bluetooth,Inkjet,Color,0,104.328,4.4,2.5,4.9,['Printer'],1
B00L1G7LBI,HP,HP 62XL Black High yield Ink   Works with HP ENVY 5540  5640  5660  7640 Series  HP OfficeJet 5740  8040 Series  HP OfficeJet Mobile 200  250 Series   Eligible for Instant Ink   C2P05AN,50.89,21,Office Products,122,4.7,26783,0,0,0,white,bluetooth,Inkjet,Color,0,49.896,4,1,10,['600'],1
B08P18Q9WV,Fosgoit,Fosgoit Printhead Cleaning Kit Inkjet Printer  Printer Cleaning Kit for Epson Ecotank Printer  Printer Cleaner Kit for HP  Inkjet Printer Head Cleaning Solution for Brother Print Head Liquid Nozzles Printer Cleaning Kit 100mL,10.59,22,Electronics,2014,4.3,986,0,2,0,other,bluetooth,other,Color,0,138.915,5.91,2.36,1.97,['500'],1
B00KDIU3FG,Epson,EPSON 252 DURABrite Ultra Ink Standard Capacity Color Combo Pack  T252520 S  Works with WorkForce WF 3620  WF 3640  WF 7110  WF 7610  WF 7620  WF 7710  WF 7720  WF 7210 Color Combo Ink Standard Packaging,32,20,Office Products,2638,4.6,5992,0,2,0,black,bluetooth,Inkjet,Color,0,45.36,2.3,4.35,4.75,['300'],1
B08ZJ13N9S,Ankink,Ankink Remanufactured Ink Cartridge Replacement for HP Ink 63 63XL  Black and Color 2 Pack  Work with 3830 4650 4652 4655 5200 5252 5255 5258 4520 4512 1112 2132 3630 3632 Printers BK Tricolor,34.99,26,Electronics,2198,4.4,3460,2,2,1,other,bluetooth,other,Color,0,108.864,4.13,3.94,2.36,['720'],1
B092Y1HZKK,Brother,Brother LC406XLBK High Yield Black Ink Cartridge,58.98,6,Office Products,2382,4.6,578,0,0,0,black,bluetooth,Laser,Color,0,204.12,1,1,1,['High Yield'],1
B00UI6A0TM,Amazon Renewed,NeatConnect Cloud Scanner and Digital Filing System for PC and Mac  6003875  Renewed ,367.33,8,Office Products,651754,3.7,24,0,2,0,other,bluetooth,other,Color,0,3125.304,12.6,9,9.5,['Printer'],1
B0CNJY5ZNP,VICTONER,TN227 TN 227BK C M Y Toner Cartridge  Compatible Replacement for Brother TN227 TN223 TN 227 for MFC L3770CDW HL L3290CDW MFC L3750CDW HL L3270CDW HL L3210CW Printer  TN 223BK C M Y High Yield 5 Pack ,72.99,19,Electronics,6569,4.5,92,0,2,0,black cyan magenta yellow ,bluetooth,other,Color,0,2254.392,13.39,10.04,4.33,['High Yield'],1
B071Y72MNW,HP,HP 64 Black Ink Cartridge   Works with HP ENVY Inspire 7950e  ENVY Photo 6200  7100  7800  Tango Series   Eligible for Instant Ink   N9J90AN,20.89,17,Office Products,71,4.7,30898,0,0,0,white,bluetooth,Inkjet,Color,0,31.752,4,1,10,['200'],1
B0BWXS44H2,Anemec,910XL Ink Cartridges Combo Pack Replacement for HP Ink 910 XL Compatible with OfficeJet Pro 8020 8025 8028 8035 8030 8010 8015 8018 8022 Printer  1 Black 1 Cyan 1 Magenta 1 Yellow  Black Cyan Magenta Yellow,49.99,22,Electronics,3583,3.9,1618,0,2,0,other,bluetooth,other,Color,0,198.45,7.839467456,7.963402367,5.807751479,['1200'],1
B00LGCUPQU,Brother,Brother Genuine Standard Yield Toner Cartridge  TN630  Replacement Black Toner  Page Yield Up to 1 200 Pages  Amazon Dash Replenishment Cartridge,39.98,17,Office Products,815,4.7,9220,0,2,0,black,bluetooth,Laser,Color,0,635.04,1,1,1,['Brother toner cartridge'],1
B0CFVKJNH1,PACITEK,910XL Black Ink Compatible with HP 910xl Black Ink 910 XL Black Ink cartridges for hp Printers Work with HP OfficeJet Pro 8020 8025 8025e 8035 8028 8022 8015 8018 Printer high Yield 2 Pack,29.99,24,Electronics,42721,4.1,42,0,2,0,other,bluetooth,other,Color,0,198.45,7.839467456,7.963402367,5.807751479,"['8010', ' 8010e', ' 8012e', ' 8014e', ' 8015', ' 8015e', ' 8018', ' 8022', ' 8022e; HP OfficeJet Pro 8020', ' 8020e', ' 8024e', ' 8025', ' 8025e', ' 8028', ' 8028e', ' 8035', ' 8035e See more']",17
B0CM31P2DT,UTEFUL,962XL Ink Cartridges Combo Pack High Yield Replacement for HP 962 Ink Cartridges  Black Cyan Magenta Yellow 4 Pack  Work with HP OfficeJet Pro 9010 9012 9015 9016 9018 9020 9025 Printer 01,93.17,23,Electronics,0,3.4,167,0,0,0,other,bluetooth,other,Color,0,0,7.839467456,7.963402367,5.807751479,['1600'],1
B08XZQ8B8V,Canon,Canon PG 275XL Black Ink Cartridge  Compatible to PIXMA TS3520  TS3522 and TR4720 Printers AMR,93.17,10,Office Products,0,4.7,5283,0,0,0,black,bluetooth,Inkjet,Color,0,0,7.839467456,7.963402367,5.807751479,['400'],1
B0CH3CFZD9,Smart Ink,Smart Ink Compatible Ink Cartridge Replacement for HP 564 XL 564XL High Yield  4 Combo Pack  for DeskJet 3520 3522 Photosmart 7520 6520 5520 7525 5514 7510 OfficeJet 4620 Printers,13.29,22,Electronics,16757,4.4,83,0,2,0,other,bluetooth,other,Color,0,209.79,7.839467456,7.963402367,5.807751479,['Printer'],1
B0BB6893LL,Relcolor,Compatible Ink Cartridge Replacement for Canon 245XL 246XL  Black Color 2 Pack  245 246 XL PG245 CL246 MX490 MG2522 MX492 TR4520 TR4500 MG2520 TS3300 TS3322 MG2525 TR4522 TS3100 TS3122 TS3320,34.99,24,Electronics,2834,4.4,830,1,2,0,other,bluetooth,other,Color,0,49.896,4.33,1.57,3.15,['Printer'],1
B07W69W11Z,Canon,Canon PG 260Xl Black Ink Cartridge  Compatible to Printer TR7020  TS6420  and TS5320,31.99,9,Office Products,1121,4.7,2776,0,0,0,black,bluetooth,Inkjet,Color,0,56.9835,1,1,1,['100'],1
B0BB2K5GFW,GZBCKJ,QY6 0083 Color Printhead  Canon Printhead Replacement for Canon MG7180 iP8720 iP8750 iP8780 7110 MG7520,40.99,13,Electronics,65183,3.5,16,0,2,0,other,bluetooth,other,Color,0,90.72,7.839467456,7.963402367,5.807751479,['Printer'],1
B07FTDNZLZ,BETCKEY,BETCKEY   Compatible DYMO 30323  2 1 8  x 4   Shipping Name Badge Labels  Strong Adhesive   Perforated  Compatible with DYMO Labelwriter 450  4XL  Rollo   Zebra Desktop Printers  16 Rolls 3840 Labels  16 rolls  3840 Labels ,36.9,21,Office Products,27140,4.6,254,0,2,0,other,bluetooth,other,Color,0,2199.96,11.14,5.67,4.76,['BETCKEY'],1
B09RJKCGPY,Canon,Canon PG 275 XL CL 276 XL Value Pack  Compatible to PIXMA TS3520  TS3522 and TR4720 Printers,54.9,11,Office Products,1125,4.7,1625,0,0,0,black,bluetooth,Inkjet,Color,0,141.75,4.75,5.3,2.8,['1200'],1
B0BVXMBJGH,HP,HP Color LaserJet Pro 4201dw Wireless Printer  Print  Fast speeds  Easy setup  Mobile printing  Advanced security  Best for small teams  Works with Alexa New version,419,19,Electronics,17626,4.2,1299,0,2,0,white,usb,Laser,Color,33,8128.512,6.54,4.45,6.61,"['Compact', ' Works with Alexa']",2
B0BL466Y41,HP,HP Smart  Tank 5101 Wireless Cartridge free all in one printer  up to 2 years of ink included  mobile print  scan  copy  1F3Y0A    White ST 5001,189.99,14,Electronics,498,4.1,2019,0,2,0,white,wi-fi usb,Inkjet,Color,5,5034.96,14.23,17.11,6.19,['Refillable Ink Tank'],1
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer   Thermal Label Printer   4x6 Desktop Barcode USB Label Printer for Small Business   Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,Electronics,0,4.1,336,0,2,0,black,usb,Thermal,Color,0,700,2.99,1.54,1.54,"['Portable', ' printer model:4B-2054N', ' Only USB Connection']",3
B0C6CQQPVC,Brother,Brother Monochrome Laser All in One MFCL5705DW  up to 1 000 Extra Pages of Additional Toner Included in Box‚   New Model  MFC L5705DW,369.99,11,Electronics,22921,4.3,788,0,2,0,gray,usb,Laser,Color,0,16511.04,6.61,6.73,7.52,"['Auto-Duplex', ' Network-Ready', ' Energy Star', ' Display Screen', ' Double Sided Scanning']",5
B08QR6P8KV,HP,HP OfficeJet Pro 9015e Wireless Color All in One Printer with bonus 6 months Instant ink with HP   1G5L3A  Gray Old Version,93.17,13,Electronics,3802,4.1,6186,0,0,0,gray,wired wireless,Inkjet,Color,18,9253.44,13.48,17.3,10.94,"['Wireless', ' Scan To Email', ' Auto-Duplex', ' Double Sided Scanning', ' Auto-Document Feeder']",5
B0CHY9FR9T,Ubinki,Remanufactured Ink Cartridge Replacement for HP 61 XL 61XL Combo Pack  2 Black 1 Color 3 Pack  for HP Printer 5530 4500 2540 4630 4501 4502 4635 3050 2542 3512 4632 3510 3050a 2514 2541 Printer,33.99,26,Electronics,33110,4.6,46,0,2,0,black,bluetooth,other,Color,0,158.76,7.839467456,7.963402367,5.807751479,['400'],1
B0CGCS8RWJ,Brother,Brother Print   Cut MFC J1800DW Wireless Color All in One Inkjet Printer with Automatic Paper Cutter   Includes 4 Month Refresh Subscription Trial 1   Amazon Dash Replenishment Ready,199.99,21,Electronics,46933,4.4,26,0,2,0,white,wi-fi usb,Inkjet,Color,16.5,8164.8,13.5,15.7,6.8,"['Auto-Duplex', ' Energy Star', ' Display Screen', ' Auto Document Feeder']",4
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer   Thermal Label Printer   4x6 Desktop Barcode USB Label Printer for Small Business   Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,Electronics,12970,4.1,336,0,2,0,black,usb,Thermal,Color,0,700,2.99,1.54,1.54,"['Portable', ' printer model:4B-2054N', ' Only USB Connection']",3
B0C33WT9R2,Abfray,245XL Ink Cartridges for Canon PG 245 XL 2 Black Compatible for PIXMA MG2420 MG2520 MG2522 MG2525 MG2920 MG2922 MG2924 MG3020 MG3022 MG3029 TR4520 TR4522 TS3120 TS3122 TS3320 TS202 TS302 Printer,26.99,25,Electronics,1010,4.6,840,0,2,0,black,bluetooth,other,Color,0,108.864,1,1,1,['450'],1
B09CDV5BFT,Brother,Brother Genuine LC401XL 2PK High Yield 2 Pack Black Ink Cartridges,54.99,8,Office Products,3211,4.6,483,0,0,0,black,bluetooth,Laser,Color,0,90.72,1.97,3.74,4.53,['500'],1
B09CDV9FQT,Brother,Brother Genuine LC401XLBK High Yield Black Ink Cartridge,30.49,7,Office Products,2728,4.7,781,0,0,0,black,bluetooth,Laser,Color,0,58.968,1,1,1,['500'],1
B0BTM83TWB,XJI,XJI Remanufactured Ink Cartridges Replacement for HP Ink 61 XL 61XL HP61 HP61XL Combo Pack  for Envy 4500 4502 5530 OfficeJet 4630 DeskJet 1000 1010 2540 3000 3050 Printer Black Tri Color  2 Pack ,19.96,23,Electronics,11873,4.2,279,0,2,0,other,bluetooth,other,Color,0,119.07,7.839467456,7.963402367,5.807751479,['710'],1
B0CGRNZM6H,Tounker,Tounker Sublimation Ink for EcoTank Supertank Inkjet Printer ET 2400 ET 2720 ET 2760 ET 2750 ET 2800 ET 2803 ET 4800 ET 3760 ET 2850 WF 7720 ET 15000 Heat Press Transfer on Mugs  Polyester Shirts etc,15.99,23,Office Products,14960,4.8,96,0,2,0,other,bluetooth,other,Color,0,530.712,7.839467456,7.963402367,5.807751479,['Printer'],1
B0BN37YWK9,Entina,Entina Tina2S 3D Printers with Wi Fi Cloud Printing  Fully Assembled and Auto Leveling Mini 3D Printer for Beginners  High Precision Printer with Smart Control and Heated Spring Steel Build Plate Wi Fi MicroSD Card USB,209,25,Electronics,12995,4.2,674,8,2,0,other,bluetooth,other,Color,0,2993.76,4.45,3.27,3.27,"['11.3""D x 8.3""W x 8.3""H']",1
B00TRBZGHU,Laser Tek Services,Laser Tek Services Atrix Omega Toner Printer Electronics Service Vacuum,320.99,9,Home & Kitchen,462933,5,2,0,0,0,other,bluetooth,other,Color,0,5320.728,8,8,8,['Handheld'],1
B079GWK2Q3,Epson,Epson Expression Home XP 5100 Wireless Color Photo Printer with Scanner   Copier  Amazon Dash Replenishment Ready,114,15,Electronics,100490,4.2,831,0,2,0,black,wi-fi,Inkjet,Color,1,5488.56,19.8,14.8,7.4,['Wireless'],1
B0CRRHKJ8K,Makeid,Makeid Label Maker Machine with Tape  S1 Pro Bluetooth LCD Display Labeler  One Click Quick Print Inkless Magnetic Label Printer for Kitchen Home School Office Organization Beige,36.99,21,Electronics,43268,4.4,41,1,2,0,beige,bluetooth,Thermal,Color,20,289.17,1.3,1.3,0.51,"['Portable', ' Lightweight', ' Display Screen', ' One-Touch Printing']",4
B0BRY8RG6D,Phomemo,Phomemo M220 Label Maker  New Flagship 3 14 Inch Bluetooth Thermal Label Printer for Barcode  Address  Labeling  Mailing  File Folder Label  Easy to Use  with 3 Rolls Label w  3 Roll Labels Green,94.99,22,Electronics,3474,4.3,1968,5,2,1,green,bluetooth usb,Thermal,Color,0,694.008,3.15,2.32,1.15,"['Portable', ' Inkless Thermal Printing', ' Long-Lasting Printing', ' Compatible with mobile phones and computers See more']",4
B0CMCT27SB,Nelko,Nelko Label Maker Machine with Tape  P21 Portable Bluetooth Label Printer  Wireless Built in Cutter Sticker Maker Mini Label Makers with Multiple Templates for Organizing Storage Office Home  Blue,29.99,26,Office Products,123,4.5,69,18,2,0,blue,bluetooth,Thermal,Color,0,348.705,0.75,1.78,2.62,"['Portable', ' Clear Printing', ' Easy to Use', ' Rechargeable', ' Wireless', ' Inkless']",6
B0CCRQTGGS,Airmall,Embossing Label Maker Omega S Vintage Embossed Label Maker Machine  Old School Label Printer  Protable Handheld Retro Embosser Labeler with 6 Rolls 3D Embossing Label for Home School Kitchen and DIY Blue with Black 3„  Pink„  Lake Blue„  Lake Green,22.99,24,Electronics,12759,3.7,220,4,2,0,blue with black 3 pink lake blue lake green,manual,Manual Embossing,Color,5,280.665,1.97,1.18,1.97,"['Embossing label makerÔº\x8cRetro Label maker', ' Handheld Label Maker', ' Old school Label maker', ' Embossing Label Maker', ' Vintage label maker See more']",5
B084CN3437,Canon,Canon SELPHY QX10 Portable Square Photo Printer for iPhone or Android  Pink Pink Printer,129.99,10,Office Products,35548,4.7,102,0,2,0,pink,usb,Dye Sublimation,Color,43,439.992,2.22,1.58,0.48,['Portable'],1
B0CL8TSB7L,PRINHSJI,PRINHSJI Mini Sticker Thermal Printer  Bluetooth Inkless Pocket Printer Compatible with iOS   Android Portable Receipt Printer for Photo Notes Memo Pink,22.77,18,Electronics,61334,3.7,17,0,2,0,pink,bluetooth,"Mini,Portable",Color,35,416.6,3.24,3.24,1.57,['Portable'],1
B0CDVW5QKW,Elonbo,D110 Label Maker Machine Carrying Case  Travel Bag for NIIMBOT JADENS D110 Portable Bluetooth Wireless Label Printer  Small Mini Thermal Sticker Printer Storage Holder  Pocket Fits Tape  Pink Pink Inside Grey White,11.99,25,Electronics,56832,4.4,99,0,0,0,pink inside gray white,bluetooth,Label Maker Machine,Color,1,87.885,6.46,4.1,2.5,['Portable'],1
B0BBQN3NYV,HPRT,Mini Label Maker Machine with Tape  Bluetooth Wireless Connection for iPhone Android  Cute Label Makers Inkless Waterproof for Home  Office Organizing  Multiple Pre Made Templates‚   1 Tape beige,9.99,22,Electronics,7513,4.2,427,0,2,0,beige,bluetooth,Thermal,Color,10,150,4,3,2,"['Hockey puck shape', ' Inbulit recharging', ' Creative APP Functions', ' Inkless', ' Palm-sized & portable']",5
B0BQHT49QR,MUNBYN,MUNBYN Blue 4x6 Inch Direct Thermal Labels  500 Labels Stacks  Fanfold Shipping Label Paper for Thermal Printers  Permanent Adhesive Mailing Postage Labels for Shipping Packages Blue 500 Labels,23.99,20,Industrial & Scientific,77,4.8,12767,7,2,0,blue,bluetooth,Thermal,Color,0,0,7.839467456,7.963402367,5.807751479,['MUNBYN'],1
B0CF9B6ZNT,ST-CARE,Mini Pocket Bluetooth Printer Portable Thermal Printer with 10 Roll Papers for Journal DIY Scrapbook Travel Notes Lists Label Memo  Receipt Printer for Children Women Gifts Kids Christmas IOS Android X5 white,24.99,19,Electronics,20196,4.2,1059,0,2,0,pink,bluetooth,Thermal,Color,0,226.8,4.6,3.8,2,['8 ounces'],1
B0CHJC8KCR,Kimveway,61XL Ink Cartridges High Yield Replacement for HP 61 61XL Black and Color Combo Pack for HP DeskJet 1000  1010  1050  2050  3510  Envy 4500  5530  for Office Jet 2620  4630 Printer Ink Cartridges,31.29,24,Electronics,109958,4.1,13,0,2,0,other,bluetooth,other,Color,0,108.864,4.3,1.5,2.5,['620'],1
B0CHM7V6F4,Vicbear,16 Rolls Mini Thermal Printer Paper  Including 6 Rolls Thermal Sticker Paper   10 Rolls Thermal Plain Paper for Mini Portable Printers  57X25mm  Suitable for Various Inkless Sticker Printers,14.95,23,Office Products,106122,4.3,10,0,2,0,white,bluetooth,other,Color,0,306.18,2.24,0.98,0.1,['2.24X177; 2.24X118 Inches'],1
B07MJ918TJ,Aproca,Aproca Hard Travel Storage Case Fit HP OfficeJet 250 All in One Portable Printer Wireless Mobile Printing CZ992A  Black ,29.99,14,All Departments,155992,4.4,164,0,2,0,black,bluetooth,other,Color,0,580.608,16.3,8.2,4.5,['Case'],1
B088JZNBL1,NIIMBOT,NIIMBOT Label Maker Machine D11 Label Printer Tape Included Portable Wireless Connection Multiple Templates Available for Phone Easy to Use Office Home Organization USB Rechargeable Middle White,29.99,20,Electronics,460,4.5,14687,5,2,1,white,bluetooth,Thermal,Color,1,208,1.21,2.02,0.45,"['Portable', ' Network-Ready']",2
B0BYYLQVYL,Phomemo,Phomemo Label Maker   Label Maker Machine with Tape P12  Portable Bluetooth Label Printer Handheld Built in Cutter Small Label Maker  Mini Thermal Transfer Printer with Template for Product Organizing pink,19.99,26,Electronics,751,4.3,2041,11,0,1,pink,bluetooth,Thermal & Thermal Transfer,Color,0,180,1.61,1.39,1.06,"['Mini labeler sticker maker can print black or color labels', ' Label maker refills are cold-resistant and oil-resistant', ' Bluetooth label makers can be connected in just 2 seconds', ' Portable label maker can print fabric and satin ribbon label refills', ' Small label maker for organizing jars storage See more']",5
B0C376D87V,POLONO,POLONO A400 Bluetooth Thermal Label Printer  4x6 Label Printer for Shipping Packages Small Business  Bluetooth Shipping Label Printer for iPhone  Android   PC  Compatible with Amazon  Ebay  USPS,77.79,23,Office Products,128809,4,23,0,2,0,dark gray,bluetooth usb,Thermal,Color,80,839.16,2.79,1.27,2.09,['Portable'],1
B079GWK2Q3,Epson,Epson Expression Home XP 5100 Wireless Color Photo Printer with Scanner   Copier  Amazon Dash Replenishment Ready,116,15,Electronics,100490,4.2,831,0,2,0,black,wi-fi,Inkjet,Color,1,5488.56,19.8,14.8,7.4,['Wireless'],1
B0CL8TSB7L,PRINHSJI,Mini Sticker Thermal Printer  Bluetooth Inkless Pocket Printer Compatible with iOS   Android Portable Receipt Printer for Photo Notes Memo Pink,22.77,17,Electronics,61334,3.7,17,0,2,0,pink,bluetooth,"Mini,Portable",Color,35,416.6,3.24,3.24,1.57,['Portable'],1
