Asin,Brand,Title,price,keywords,protection_plans,variants,categories,Bestsellers_rank,Rating,Ratings_total,weight,Dimensions,Bundles,Frequently_bought_together,Newer_model,Connectivity_Technology,Printing_Technology,Special_Feature,Color,Printer_Output,Maximum_Print_Speed_Color,Max_Printspeed_Monochrome,Controller_Type
B08XYP6BJV,HP,"HP DeskJet 2755e Wireless Color inkjet-printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",49.89,17,3,,Electronics,11,4.1,41659,7.6 Pounds,11.97 x 16.7 x 6.06 inches,0,2,No,"Wireless, USB",Inkjet,auto-document feeder,white,Color,5.5 ppm,7.5 ppm,
B08XYRDSL7,HP,"HP DeskJet 4155e Wireless Color Inkjet Printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,white",59.99,18,3,,Electronics,141,4.1,22591,10.6 Pounds,13.07 x 16.85 x 7.87 inches,0,2,No,USB,Inkjet,"Network-Ready, Energy Star Certified, Decal-Printing, Cloud Print Enabled",white,Color,5.5 ppm,8.5 ppm,
B08XYRVSRT,HP,"HP ENVY 6055e Wireless Color Inkjet Printer, Print, scan, copy, Easy setup, Mobile printing, Best-for-home, Instant Ink with HP+,white New",79.99,17,3,2,Electronics,184,4,10498,11.5 Pounds,14.21 x 17.03 x 5.2 inches,0,2,No,"wired, wireless",Inkjet,auto-duplex,white,Color,7 ppm,10 ppm,
B010A7TZ76,Canon,"Canon Pixma MG3620 Wireless All-In-One Color Inkjet Printer with Mobile and Tablet Printing, Black Black Printer",54,13,3,8,Electronics,673,4.1,25759,11.9 Pounds,12 x 17.7 x 6 inches,0,0,No,wireless,Inkjet,All-in-One Wireless Inkjet Printer,Black,Color,5.7 ppm,9.9 ppm,
B01997163Y,Hammermill,"Hammermill Printer Paper, Premium Multipurpose Paper 24 lb, 8.5 x 11-1 Pallet (160,000 Sheets) - 97 Bright, Made in the USA, 105810P Pallet | 160k Sheets 24 lb", ,13,,6,Office Products,650,4.8,7224,2125 Pounds,‎46.5 x 35 x 52 inches,0,0,No,"Yellow,White", ,Smooth,"Yellow,White", , ,,
B0BSMSYM9N,Canon,"Canon MegaTank G3270 All-in-One Wireless Inkjet Printer. for Home Use, Print, Scan and Copy, Black G3270 (New Model)",149,12,3,2,Electronics,607,4.2,4266,13.2 Pounds,21.9 x 16.4 x 10.6 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Network-Ready, Epeat Qualified, Energy Star, Display Screen, Borderless Printing",Black,Color,6,11,
B0BHXNP6B1,Epson,"Epson EcoTank ET-2803 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan, Copy and AirPrint Support White EcoTank ET-2803 Printer",199.99,14,3,10,Electronics,80,4.4,8388,8.8 Pounds,22.8 x 14.8 x 10 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Scanning, Refillable Ink Tank",White,Color,5 ppm,10 ppm,
B09WZBZ1JQ,Brother,"Brother MFC-J1010DW Wireless Color Inkjet All-in-One Printer with Mobile Device and Duplex Printing, Refresh Subscription and Amazon Dash Replenishment Ready New: MFCJ1010DW",79.99,18,3,2,Electronics,298,4.2,4268,16.4 Pounds,13.5 x 15.7 x 6.6 inches,0,2,No,"USB, Ethernet",Inkjet,Auto-Duplex,Black,Color,9.5 ppm,17,
B09CDXKNB9,Canon,"Canon PIXMA TR4720 All-in-One Wireless Printer for Home use, with Auto Document Feeder, Mobile Printing and Built-in Fax, Black PIXMA TR4720 BK Printer Printer",79,15,3,6,Electronics,530,4.1,8528,12.7 Pounds,11.7 x 17.2 x 7.5 inches,0,0,No,USB,Inkjet,"Borderless Printing, High Print Quality, Compact, Double Sided Scanning, Auto Document Feeder, Auto-Duplex See more",Black,Color,4.4 ppm,8.8,
B08QR6P8KV,HP,"HP OfficeJet Pro 9015e Wireless Color All-in-One Printer with bonus 6 months Instant ink with HP+ (1G5L3A),Gray Old Version", ,13,,1,Electronics,4631,4.1,6186,20.4 Pounds,13.48 x 17.3 x 10.94 inches,0,0,No,"wired, wireless",Inkjet,"Wireless, Scan To E-Mail, Auto-Duplex, Double Sided Scanning, Auto-Document Feeder",Gray,Color,18 ppm,22 ppm,
B078X1DQ2Y,Canon,"Canon TS202 Inkjet Photo Printer, Black Black INKJET PRINTER",39,6,3,2,All Departments,3575,3.9,5888,5.5 Pounds,8.5 x 16.8 x 4.9 inches,0,0,No,USB,Inkjet,"refillable,compact",Black,Color,10,20,
B0BDCZKJLS,Epson,"Epson Expression Home XP-4200 Wireless Color All-in-One Printer with Scan, Copy, Automatic 2-Sided Printing, Borderless Photos and 2.4"" Color Display,Black",78.99,20,3,3,Electronics,2217,3.9,1365,9.5 Pounds,22.7 x 14.8 x 9.5 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Auto-Duplex, Energy Star",Black,Color,5 ppm,10 ppm,
B0CFM7BTW8,HP,"HP OfficeJet Pro 8135e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Home-Office, 3 Months of Ink Included (40Q35A)",169.99,16,3,,Electronics,0,3.3,81,17.6 Pounds, ,0,2,No,802.11a/b/g/n/ac 1x1 (2.4/5GHz) with BLE,Inkjet,"Forest First product with HP+; FSC Certified Packaging; Contains ocean-bound recycled plastic; 45% post-consumer recycled plastic; Recyclable through HP Planet Partners, HP Instant Ink eligible; Automatic document feeder; Touchscreen; Quiet mode; Print over VPN with HP+ See more",Light Cement,Color,10 ppm,20 ppm,
B083ZYLGGR,HP,"HP Color LaserJet Pro M283fdw Wireless All-in-One Laser Printer, Remote Mobile Print, Scan & Copy, Duplex Printing, Works with Alexa (7KW75A), White",429,19,3,,Electronics,757,4.4,3834,47.4 Pounds,16.5 x 16.6 x 13.2 inches,0,2,No,"wired, Wi-Fi",Laser,"Auto-Duplex, Network-Ready, Optional HP High Yield Replacement Cartridges, Auto-Duplex, CD-Printing, Portable, Cloud Print Enabled See more",White,Color,22 ppm,22 ppm,
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer - Thermal Label Printer - 4x6 Desktop Barcode USB Label Printer for Small Business & Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,2,6,Electronics,13507,4.1,336,0.7 Kilograms,"7.6""D x 3.9""W x 3.9""H",0,2,No,USB,Thermal,"Portable, printer model:4B-2054N, Only USB Connection",Black,Monochrome, ,0.7 Kilograms,
B08XW7LT9P,HP,"HP OfficeJet 8015e Wireless Color All-in-One Printer with 6 Months Free Ink with HP+(228F5A), White New",159.99,12,3,2,Electronics,782,4.1,4912,18 Pounds,13.29 x 18.11 x 9.17 inches,0,2,No,wireless,Inkjet,"Network-Ready, Energy Star",White,Color,10 ppm,18 ppm,
B09TG52XT4,Canon,"Canon PIXMA TS6420a All-in-One Wireless Inkjet Printer [Print,Copy,Scan], Black, Works with Alexa TS6420a BK -1.44"" OLED DISPLAY",59,14,3,3,Electronics,314,4.1,3088,13.8 Pounds,12.5 x 15.9 x 5.9 inches,0,0,No,USB,Inkjet,Auto-Duplex,Black,Color,6.8 ppm,13,
B0CFM82NS2,HP,"HP OfficeJet Pro 9125e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Office, 3 Months of Ink Included (403X0A)",249.99,16,3,,Electronics,2431,3.4,73,20.5 Pounds,13.48 x 17.3 x 10.94 inches,0,2,No,802.11a/b/g/n/ac 1x1 (2.4/5GHz) with BLE,HP Thermal Inkjet,"Forest First product with HP+; Recyclable through HP Planet Partners, HP+; HP Instant Ink eligible; Print from phone or tablet; Touchscreen; Smart Advance Scan; Instant Paper; Front USB flash drive port; Two-sided printing; Two-sided scanning; Automatic document feeder; Fax See more",Cement,Color,18 ppm,22 ppm,
B0764NWFP8,Brother,"Brother Compact Monochrome Laser Printer, HLL2395DW, Flatbed Copy & Scan, Wireless Printing, NFC with Refresh Subscription Free Trial and Amazon Dash Replenishment Ready New Model: HLL2395DW",189.99,20,3,2,Office Products,7482,4.5,6636,22.7 Pounds,16.1 x 15.7 x 10.7 inches,0,2,No,"wired, Wi-Fi",Laser,Auto-Duplex,Black,Monochrome,1,36,
B0CM6HQPQ8,Ubinki,"DR820 Drum Unit DR-820 Compatible Replacement for Brother Drum DR820 DR-820 DR 820 for HL-L6200DW MFC-L5900DW MFC-L5850DW HL-L5200DW HL-L5100DN L5850DW L5900DW L5700DW L6200DW Printer (Black, 2-Pack)",49.99,22,,,Electronics,136915,4.7,4,3.06 pounds, ,0,2,No,Black, , ,Black, , ,,
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer - Thermal Label Printer - 4x6 Desktop Barcode USB Label Printer for Small Business & Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,2,6,Electronics,13507,4.1,336,0.7 Kilograms,"7.6""D x 3.9""W x 3.9""H",0,2,No,USB,Thermal,"Portable, printer model:4B-2054N, Only USB Connection",Black,Monochrome, ,0.7 Kilograms,
B0BB2K5GFW,GZBCKJ,"QY6-0083 Color Printhead, Canon Printhead Replacement for Canon MG7180 iP8720 iP8750 iP8780 7110 MG7520",40.99,13,1,,Electronics,57823,3.5,16,3.2 ounces, ,0,2,No,GZBCKJ, ,Printer, ,Multicolor, ,,
B0764NWFP8,Brother,"Brother Compact Monochrome Laser Printer, HLL2395DW, Flatbed Copy & Scan, Wireless Printing, NFC with Refresh Subscription Free Trial and Amazon Dash Replenishment Ready New Model: HLL2395DW",189.99,20,3,2,Office Products,7482,4.5,6636,22.7 Pounds,16.1 x 15.7 x 10.7 inches,0,2,No,"wired, Wi-Fi",Laser,Auto-Duplex,Black,Monochrome,1,36,
B0CFM82NS2,HP,"HP OfficeJet Pro 9125e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Office, 3 Months of Ink Included (403X0A)",249.99,16,3,,Electronics,2431,3.4,73,20.5 Pounds,13.48 x 17.3 x 10.94 inches,0,2,No,802.11a/b/g/n/ac 1x1 (2.4/5GHz) with BLE,HP Thermal Inkjet,"Forest First product with HP+; Recyclable through HP Planet Partners, HP+; HP Instant Ink eligible; Print from phone or tablet; Touchscreen; Smart Advance Scan; Instant Paper; Front USB flash drive port; Two-sided printing; Two-sided scanning; Automatic document feeder; Fax See more",Cement,Color,18 ppm,22 ppm,
B01JUCLLGK,HP,"HP OfficeJet Pro 7740 Wide Format All-in-One Color Printer with Wireless Printing, Works with Alexa (G5J38A), White/Black",289.99,15,3,,Electronics,3903,4.2,3911,42.9 Pounds,18.38 x 23 x 15.1 inches,0,2,No,"wired, wireless",Inkjet,"Double Sided Scanning, Auto-Duplex, Energy Star, Touch Screen, Auto Document Feeder, Borderless Printing See more",White/Black,Color,34 ppm,22 ppm,
B09TPZ3HLZ,HP,"HP Smart -Tank 6001 Wireless Cartridge-Free all in one printer, this ink -tank printer comes with up to 2 years of ink included, with mobile print, scan, copy (2H0B9A)",239.99,19,3,,Electronics,2627,4.1,1370,14.1 Pounds,16.83 x 7.82 x 14.33 inches,0,2,No,"wired, wireless",Inkjet,"Auto-Duplex, Network-Ready, Refillable Ink Tank, Borderless Printing",Gray,Color,7 ppm,12 ppm,
B0BVXMBJGH,HP,"HP Color LaserJet Pro 4201dw Wireless Printer, Print, Fast speeds, Easy setup, Mobile printing, Advanced security, Best-for-small teams, Works with Alexa New version",419,19,3,2,Electronics,18070,4.2,1299,17.92 pounds,"16.6""D x 11.3""W x 16.8""H",0,2,No,USB,Laser,"Compact, Works with Alexa",white,Color,33 ppm,35 ppm,
B0CKQP8QQM,vretti,vretti Thermal Shipping Label Printer - Thermal Label Printer - 4x6 Desktop Barcode USB Label Printer for Small Business & Shipping Packages Compatible with Mac Windows Linux Chrome os UPS USPS Black Only USB Connection,59.99,22,2,6,Electronics,13507,4.1,336,0.7 Kilograms,"7.6""D x 3.9""W x 3.9""H",0,2,No,USB,Thermal,"Portable, printer model:4B-2054N, Only USB Connection",Black,Monochrome, ,0.7 Kilograms,
B098DGNVVG,JADENS,"JADENS Thermal Shipping Label Printer for Shipping Packages&Postage, Bluetooth, Wireless Printer for iPhone, Android&PC, Compatible with Amazon, Ebay, USPS, 4x6 Label Maker Machine", ,20,,,Electronics,111174,4.1,538,1.97 Kilograms,10.63 x 7.48 x 7.09 inches,0,0,No,USB,Thermal,"Network-Ready, Email Print",Black,Monochrome,162 ppm,162 ppm,
B0BL466Y41,HP,"HP Smart -Tank 5101 Wireless Cartridge-free all in one printer, up to 2 years of ink included, mobile print, scan, copy (1F3Y0A) , White ST 5001",189.99,14,3,2,Electronics,444,4.1,2020,11.09 Pounds,14.23 x 17.11 x 6.19 inches,0,2,No,"Wi-Fi, USB",Inkjet,Refillable Ink Tank,White,Color,5 ppm,12 ppm,
B096N85ZHW,Epson,"Epson EcoTank ET-2850 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan, Copy and Auto 2-Sided Printing - White, Medium White ET-2850 (White) Print/Copy/Scan",262.99,17,6,11,Electronics,1180,4.3,4309,11.9 Pounds,14.8 x 22.3 x 10.2 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Refillable Ink Tank, Auto 2-sided Printing",White,Color,5 ppm,10.5,
B09XQM9PB3,Brother,Brother Monochrome Laser All-in-One MFCL2710DW Value Version (MFCL2717DW) adds 2-Year Warranty MFCL2710DW Value Bundle (MFCL2717DW),219.99,11,3,6,Electronics,1629,4.5,9197,26 Pounds,"15.7""D x 16.1""W x 12.5""H",0,2,No,USB,Laser,"Auto-Duplex, Scan To E-Mail, Network-Ready, Energy Star, Auto Document Feeder",Black/Grey,Monochrome, ,26 Pounds,
B0CCVGD5TJ,JADENS,"JADENS Portable Printers Wireless for Travel, Support 8.5"" X 11"" US Letter, Bluetooth Thermal Printer Compatible with iOS, Android & Laptop, Inkless Mobile Printer for Office, Home, School White",139.99,21,3,3,Electronics,972,4.2,865,688 Grams,"10""D x 1.8""W x 3.1""H",1,2,No,Bluetooth,Thermal,Wireless,White,Monochrome, ,688 Grams,
B0BM9BFLMX,Epson,"Epson EcoTank ET-2400 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan and Copy – Easy, Everyday Home Printing, Black All-in-One Printer",179.99,17,3,8,Electronics,1268,4.2,1062,8.6 Pounds,22.8 x 14.8 x 10 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Energy Star, Refillable Ink Tank",Black,Color,5 ppm,10 ppm,
B0763X6TCW,Brother,"Brother MFCL2750DW Monochrome All-in-One Wireless Laser Printer, Duplex Copy & Scan, Includes 4 Month Refresh Subscription Trial and Amazon Dash Replenishment Ready New Model: MFCL2750DW",299.98,19,3,3,Office Products,4333,4.5,4189,26.5 Pounds,"15.7""D x 16.1""W x 12.5""H",0,2,No,"wired, Wi-Fi",Laser,Auto-Duplex,Black,Monochrome, ,26.5 Pounds,
B07FTDNZLZ,BETCKEY,"BETCKEY - Compatible DYMO 30323 (2-1/8"" x 4"") Shipping/Name Badge Labels, Strong Adhesive & Perforated, Compatible with DYMO Labelwriter 450, 4XL, Rollo & Zebra Desktop Printers [16 Rolls/3840 Labels] 16-rolls (3840 Labels)",36.9,21,1,2,Office Products,33235,4.6,254,‎4.85 pounds,‎11.14 x 5.67 x 4.76 inches,0,2,No,"2-1/8"" x 4""", ,BETCKEY, , , ,,
B00TRBZGHU,Laser Tek Services,Laser Tek Services Atrix Omega Toner Printer Electronics Service Vacuum,320.99,9,2,,Home & Kitchen,463524,5,2,11.73 pounds,8 x 8 x 8 inches,0,0,No,Portable, ,Handheld, , , ,,
B0CSR28SS4,HP,HP Envy 6065e All-in-One Printer,69.99,4,3,,Electronics,1371,5,1,5220 Grams, ,0,2,No,"Bluetooth, Wi-Fi, Ethernet",Inkjet,Auto-Duplex,White,Color,5 ppm,7 ppm,
B08DXBLK14,Epson,"Epson® Workforce® Pro WF-3820 Wireless Color Inkjet All-in-One Printer, Black Large",99.99,10,3,3,Electronics,3399,4,2640,19.4 Pounds,16.7 x 19.4 x 9.8 inches,0,0,No,Wireless,Inkjet,wireless,Black,Color,11 ppm,21 ppm,
B09M6X53RK,Canon,"Canon All-in-One Color Inkjet Wired Printer, Print Scan Copy for Home Office, up to 60 Sheets, 600 x 1200 dpi, Portability, Lightweight, PIXMA MG2522, w/USB Cable",58.99,19,3,,Electronics,0,3.9,242,4.42 Kilograms,"14.6""D x 18""W x 7.6""H",0,2,No,USB,Inkjet,Lightweight, , , ,"14.6""D x 18""W x 7.6""H",
B09TRZLPXP,Canon,"Canon PIXMA TR8620a - All-in-One Printer Home Office|Copier|Scanner|Fax|Auto Document Feeder | Photo, Document | Airprint (R), Android, Black, Works with Alexa",179,17,3,7,Electronics,1062,4.2,3566,17.4 Pounds,13.8 x 17.3 x 7.5 inches,0,0,No,wireless,Inkjet,"Network-Ready, Auto Document Feeder, Touch Screen, Memory Card Slot",Black,Color,10 ppm,15,
B096L98ZBM,Epson,"Epson Workforce Pro WF-7310 Wireless Wide-Format Printer with Print up to 13"" x 19"", Auto 2-Sided Printing up to 11"" x 17"", 500-sheet Capacity, 2.4"" Color Display, Smart Panel App, Medium,Black WF-7310 DUAL TRAY (500 sheets)/FAX/ADF/PRINT/COPY/SCAN",199.99,20,3,5,Electronics,6236,3.9,2037,29.8 Pounds,20.3 x 34.9 x 17.6 inches,0,2,No,"Wi-Fi, USB",Inkjet,Wireless,Black,Color,12 ppm,25 ppm,
B09D7WWJQZ,Canon,"Canon PIXMA 3522 Series All-in-One Color Inkjet Printer I Print Copy Scan I Mobile Printing I Wireless I 1.5"" Segment LCD I 50 Sheets Paper Tray I 4800 x 1200 dpi I Black + Printer Cable",42.06,24,,,Electronics,88057,4,104,8.8 Pounds,"12.9""D x 17.2""W x 5.8""H",0,0,No,"Wi-Fi, USB",Inkjet,Wireless, , , ,"12.9""D x 17.2""W x 5.8""H",
B083ZY524C,HP,"HP Color LaserJet Pro M255dw Wireless Laser Printer, Remote Mobile Print, Duplex Printing, Works with Alexa (7KW64A), White",299,16,3,2,Electronics,2884,4.3,2062,14.8 Kilograms,15.4 x 16.5 x 9.7 inches,0,2,yes,"wired, Wi-Fi",Laser,"Auto-Duplex, Network-Ready, Optional HP High Yield Replacement Cartridges, Cloud Print Enabled, HP Auto-On/Auto-Off Function See more",White,Color,22 ppm,22 ppm,
B0BBP1N7JC,HP,"HP DeskJet 2734e Wireless Color All-in-One Printer with 3 Months Free Ink (26K72A), White", ,11,,,Electronics,21498,4.2,2815,6.1 Pounds,40 x 47 x 23 inches,0,0,No,"Bluetooth, Wi-Fi, USB",Inkjet,Scanning,White,Color,5.5 ppm,7.5,
B0BVXMBJGH,HP,"HP Color LaserJet Pro 4201dw Wireless Printer, Print, Fast speeds, Easy setup, Mobile printing, Advanced security, Best-for-small teams, Works with Alexa New version",419,19,3,2,Electronics,18070,4.2,1299,17.92 pounds,"16.6""D x 11.3""W x 16.8""H",0,2,No,USB,Laser,"Compact, Works with Alexa",white,Color,33 ppm,35 ppm,
B0CLR5ZB27,Mulakn,"67XL Ink Cartridge for HP Ink 67 HP 67XL for HP DeskJet 2755e 2700 2700e 2723e 2734e 2755e 2755 4155e 4155 Envy 6000 6055e 6055 6400 6455e Envy Pro 6452 6458 6475 Printer Combo Pack (1Black,1Color)",31.99,28,,,Electronics,21104,4.3,40,5 ounces, ,0,2,No,Mulakn, ,700, ,Remanufactured, ,"HP DeskJet 1255 2755 2755e 2700 2700e 2710e, HP ENVY Pro 6452 6455 6475, HP ENVY 6000 6055e 6455e 6022e 6030e 6032e 6034e, HP 2752e 2721e 2722 2722e 4155e 4158e 2720e, HP DeskJet Plus 4122 4132 4152 4155 4158 See more",
B096N85ZHW,Epson,"Epson EcoTank ET-2850 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan, Copy and Auto 2-Sided Printing - White, Medium White ET-2850 (White) Print/Copy/Scan",262.99,17,6,11,Electronics,1180,4.3,4309,11.9 Pounds,14.8 x 22.3 x 10.2 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Refillable Ink Tank, Auto 2-sided Printing",White,Color,5 ppm,10.5,
B00HM0IVDY,Canon,"Canon Pixma iX6820 Wireless Business Printer with AirPrint and Cloud Compatible, Black",179,11,3,1,All Departments,9444,4.2,4079,17.9 Pounds,12.3 x 23 x 6.3 inches,0,2,No,Wireless;Ethernet; USB,Inkjet,"Quiet Mode, AirPrint and Google Cloud Print, 5-Color Ink System, Auto Power On and Off Settings",Black,Color,10.4 ppm,14.5 ppm,
B0B1M28FBM,Epson,"Epson EcoTank ET-3850 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scanner, Copier, ADF and Ethernet – White (Renewed) ET-3850 (Renewed) Printer",199.99,15,,8,Electronics,2725,4.2,1275,14.8 Pounds,19.8 x 16.4 x 10 inches,0,0,No,"Wi-Fi, USB, Ethernet",Inkjet,"Auto-Duplex, Energy Star, Refillable Ink Tank, Auto Document Feeder",White,Color,8.5 ppm,15.5 ppm,
B01LZ662EM,Canon,"Canon MG Series PIXMA MG2525 Inkjet Photo Printer with Scanner/Copier, Black",59,10,3,,All Departments,0,4,3261,7.6 Pounds, ,0,2,No,USB,Inkjet,Memory Card Slot,black,Color,4 ppm,8 ppm,
B085VMW9YD,Canon,Canon PIXMA TR150 Wireless Portable Printer New,198,6,3,3,Electronics,1277,4.5,3565,4.5 Pounds,7.3 x 12.7 x 2.6 inches,0,2,No,"Wi-Fi, USB",Inkjet,"portable,wireless",Black,Color,5.5 ppm,9 ppm,
B09TGB62D8,Canon,"Canon PIXMA TR7020a All-in-One Wireless Color Inkjet Printer, with Duplex Printing, Mobile Printing, and Auto Document Feeder, Black, Works with Alexa Printer TR7020a BK -1.44"" OLED Display",99,20,3,3,Electronics,2574,4.2,2141,18.1 Pounds,15.9 x 14.4 x 8.2 inches,0,0,No,wireless,Inkjet,"Network-Ready, Display Screen, Auto Document Feeder",Black,Color,6.8 ppm,13,
B0BM9BFLMX,Epson,"Epson EcoTank ET-2400 Wireless Color All-in-One Cartridge-Free Supertank Printer with Scan and Copy – Easy, Everyday Home Printing, Black All-in-One Printer",179.99,17,3,8,Electronics,1268,4.2,1062,8.6 Pounds,22.8 x 14.8 x 10 inches,0,2,No,"Wi-Fi, USB",Inkjet,"Energy Star, Refillable Ink Tank",Black,Color,5 ppm,10 ppm,
B0BCCMCRY8,HP,"HP Envy Inspire 7958e Wireless Color All-in-One Printer with 6 Months Free Ink with HP+ (327A7A), White",129.99,13,3,3,Electronics,3822,3.9,1004,17.9 Pounds,40 x 47 x 23 inches,0,0,No,Wi-Fi,Inkjet,auto-document feeder,White,"Monochrome, Color",10 ppm,15 ppm,
B09BBLN72F,HP,"HP ENVY Inspire 7955e Wireless Color Inkjet Printer, Print, scan, copy, Easy setup, Mobile printing, Best-for home, Instant Ink with HP+,White New",179.99,19,3,2,Electronics,4768,4.1,2635,17.9 Pounds,15.08 x 18.11 x 9.21 inches,0,2,No,"wired, wireless",Inkjet,"Sustainable design made of over 45% recycled plastic, True-to-phone color quality prints, Dedicated photo tray for seamless printing, Automatic document feeder, Two-sided photo printing, Dynamic security enabled printer See more",White,Color,10 ppm,15 ppm,
B07G6BH2C7,Canon,"Canon TS9521C All-In-One Wireless Crafting Photo Printer, 12X12 Printing, White, Amazon Dash Replenishment Ready",199,14,3,,All Departments,6982,4.4,1205,21.3 Pounds,18.5 x 14.5 x 7.6 inches,0,2,No,"Wireless, Bluetooth, USB, Ethernet",Inkjet,"Scanning, Auto Document Feeder, Borderless Printing, Memory Card Slot",White,Color,10,15,
B01IIOMNIG,Canon,"Canon Office Products MAXIFY MB2120 Wireless Color Photo Printer with Scanner, Copier and Fax Printer Only",158.66,12,3,2,All Departments,51160,4.2,872,23.2 Pounds,18.1 x 18.3 x 10.3 inches,0,2,No,USB,Inkjet,Wireless,Black,Color,1 ppm,1 ppm,
B091JC6CNY,Brother,Brother Premium MFC-L2690DW Compact Monochrome All-in-One Laser Printer,147.57,8,3,,Electronics,22184,4.5,948,20 Pounds,21 x 15.8 x 19.8 inches,0,2,No,"Wi-Fi, USB",Laser,Wireless,black,Monochrome,26 ppm,26 ppm,
B0BTY4BPZV,Epson,"Epson EcoTank ET-2850 Wireless Color All-in-One Cartridge-Free Supertank Inkjet Printer, White - Print Scan Copy - 1.44"" LCD Display, 10 ppm, 4800 x 1200 dpi, 2-Sided Printing, Voice-Activated",260,21,3,,Electronics,17446,4.5,72,11.9 Pounds,"13.7""D x 14.8""W x 7.4""H",0,2,No,"Wi-Fi, USB",Inkjet,Wireless,White,Color, ,"13.7""D x 14.8""W x 7.4""H",
B0CPL7HRQN,Brother,"Brother HL-L2405W Wireless Compact Monochrome Laser Printer with Mobile Printing, Black & White Output | Includes Refresh Subscription Trial(1), Amazon Dash Replenishment Ready New: HLL2405W (Wireless)",99.99,21,3,3,Electronics,547,4.1,1288,15.1 Pounds,"14.2""D x 14""W x 7.2""H",0,2,No,"Wi-Fi, USB",Laser,"Auto-Duplex, Network-Ready, Energy Star, Epeat Qualified",Black,Monochrome, ,15.1 Pounds,
B07PDNS5CZ,Epson,"Epson Expression Premium XP-6100 Wireless Color Photo Printer with Scanner and Copier, Black, Medium",99.99,13,3,6,Electronics,4114,4.1,4643,14.6 Pounds,5.39 x 7.8 x 2.2 inches,0,2,No,Wireless,Inkjet,Voice Activated Printing,Black,Color,11.3 ppm,15.8 ppm,
B08DXDKF3L,Epson,"Epson Workforce Pro WF-4830 Wireless All-in-One Printer with Auto 2-Sided Print, Copy, Scan and Fax, 50-Page ADF, 500-sheet Paper Capacity, and 4.3"" Color Touchscreen, Works with Alexa, Black, Large WF-4830 DUAL TRAY (500 sheets)/FAX/ADF/PRINT/COPY/SCAN",149.99,24,3,5,Electronics,6838,4,2258,30.9 pounds,"16.7""D x 19.8""W x 13""H",0,0,No,Wireless,Inkjet,Wireless,Black,Color,12 ppm,25 ppm,
B08XZQVWZW,Canon,"Canon PIXMA G620 Wireless MegaTank Photo All-in-One Printer [Print, Copy, Scan], Black,Works with Alexa",299,15,3,,Electronics,9820,4.4,560,18 Pounds,17.6 x 19.1 x 10.1 inches,0,2,No,"Wi-Fi, USB",Inkjet,wireless,Black,Color,3.9 ppm,3.9,
B08DXDKF3L,Epson,"Epson Workforce Pro WF-4830 Wireless All-in-One Printer with Auto 2-Sided Print, Copy, Scan and Fax, 50-Page ADF, 500-sheet Paper Capacity, and 4.3"" Color Touchscreen, Works with Alexa, Black, Large WF-4830 DUAL TRAY (500 sheets)/FAX/ADF/PRINT/COPY/SCAN",149.99,24,3,5,Electronics,6838,4,2258,30.9 pounds,"16.7""D x 19.8""W x 13""H",0,0,No,Wireless,Inkjet,Wireless,Black,Color,12 ppm,25 ppm,
B0BPW1MDWY,HP,"HP OfficeJet Pro 9015e Wireless Color All-in-One Printer with 6 Months Free Ink (1G5L3A) (Renewed Premium), Gray",159.99,13,3,1,Electronics,198,3.9,120,23.1 Pounds,13.48 x 17.3 x 10.94 inches,0,2,No,"Wi-Fi, USB, Ethernet",Inkjet,"Auto-Duplex, Network-Ready, Eligible for 6 Months of Free Ink with HP+ Enrollment, Cloud Print Enabled See more",Gray,Color,18 ppm,22 ppm,
B00M27V8UK,HP,"HP OfficeJet Pro 6230 Wireless Color Printer, Works with Alexa (E3E03A),Black",128.99,10,3,3,Office Products,37040,4,1223,11.2 Pounds,15.16 x 18.27 x 5.73 inches,0,2,No,"Wi-Fi, USB, Ethernet",Inkjet,wireless,Black,Color,10 ppm,18 ppm,
